ID_Venta,Fecha,Hora,Sucursal,Nombre_Producto,Categoría_Producto,Tamaño,Cantidad,Precio_Unitario,Total_Venta,Método_de_Compra,Método_de_Pago,Cliente_Miembro,Descuento_Miembro,Promoción_Aplicada,Empleado_Atendió,Turno,Demora_Preparación_Min,Satisfacción_Cliente,Stock_Antes,Stock_Después
VTA02673,2025-03-06,14:10,"San Lorenzo 25, Nueva Córdoba",Caramel Frappuccino,Frappuccino,Grande,1,2033.27,2033.27,Delivery,Tarjeta,Sí,10,Happy Hour,Luis,Mañana,11.0,2,35,34
VTA02674,2025-01-29,09:04,Calle San Lorenzo 47,Café del Día,Bebida Espresso Caliente,Tall,5,1280.39,6401.95,Take Away,Tarjeta,Sí,15,Ninguna,Julián,Noche,10.5,2,38,33
VTA02675,2025-01-17,19:14,"San Lorenzo 25, Nueva Córdoba",Bagel Sandwich,Sándwiches,,1,1672.31,1672.31,Take Away,Tarjeta,Sí,15,2x1,Julián,Mañana,4.3,4,29,28
VTA02676,2025-02-28,19:01,Calle San Lorenzo 47,Taza Edición Especial,Merchandising,,1,3382.15,3382.15,Take Away,Efectivo,Sí,0,Happy Hour,Luis,Noche,7.2,4,27,26
VTA02677,2025-01-25,20:12,Calle San Lorenzo 47,Té Verde en Hebras,Té,,4,1827.26,7309.04,Delivery,Tarjeta,Sí,0,Combo,Florencia,Mañana,13.5,5,27,23
VTA02678,2025-03-22,07:16,Avenida Colón 608,Caramel Frappuccino,Frappuccino,Grande,1,1845.61,1845.61,Delivery,Efectivo,Sí,15,Happy Hour,Camila,Mañana,4.8,3,48,47
VTA02679,2025-02-12,13:19,"San Lorenzo 25, Nueva Córdoba",Latte Macchiato,Bebida Espresso Caliente,Pequeño,3,1737.81,5213.43,En tienda,App,Sí,0,Combo,Marcos,Tarde,11.6,4,38,35
VTA02680,2025-02-09,15:55,Córdoba Shopping,Té Verde en Hebras,Té,,2,2042.0,4084.0,Take Away,App,Sí,0,Happy Hour,Julián,Mañana,6.7,2,32,30
VTA02681,2025-02-21,20:42,Calle San Lorenzo 47,Croissant Relleno con Crema de Avellanas,Bakery,,5,1123.95,5619.75,En tienda,Tarjeta,No,0,Happy Hour,Julián,Noche,10.7,3,49,44
VTA02682,2025-03-15,17:33,Avenida Colón 608,Cookie con Chips de Chocolate,Bakery,,1,1244.43,1244.43,Delivery,Efectivo,No,0,Happy Hour,Camila,Noche,3.9,4,47,46
VTA02683,2025-01-06,11:29,"San Lorenzo 25, Nueva Córdoba",Té Chai Latte,Té Caliente,,3,1513.37,4540.11,En tienda,Efectivo,No,0,Ninguna,Camila,Mañana,2.4,5,19,16
VTA02684,2025-01-14,18:35,Avenida Colón 608,Vainilla Latte,Bebida Espresso Caliente,Grande,4,1580.33,6321.32,Take Away,App,Sí,0,2x1,Camila,Tarde,3.2,4,24,20
VTA02685,2025-04-15,11:41,Calle San Lorenzo 47,Vainilla Latte Helado,Bebida Espresso Helada,Pequeño,5,1569.28,7846.4,Delivery,App,No,0,Ninguna,Camila,Mañana,2.4,1,48,43
VTA02686,2025-03-16,16:21,Avenida Colón 608,Té Helado de Hibiscus,Té Helado,,1,1646.53,1646.53,Take Away,Efectivo,Sí,15,Happy Hour,Julián,Tarde,5.7,5,18,17
VTA02687,2025-03-03,18:45,Avenida Colón 608,Caramel Frappuccino,Frappuccino,Grande,4,1656.93,6627.72,Take Away,Efectivo,No,0,Happy Hour,Florencia,Tarde,10.6,2,20,16
VTA02688,2025-01-18,16:14,Avenida Colón 608,Taza Edición Especial,Merchandising,,5,3145.14,15725.7,Take Away,App,Sí,15,Ninguna,Luis,Tarde,3.0,3,42,37
VTA02689,2025-03-22,16:56,Calle San Lorenzo 47,Mix de Frutos Secos,Snacks,,3,947.32,2841.96,En tienda,Tarjeta,No,0,Ninguna,Marcos,Noche,13.1,1,48,45
VTA02690,2025-04-03,10:22,Córdoba Shopping,Té Helado de Hibiscus,Té Helado,,4,1483.05,5932.2,En tienda,Efectivo,Sí,10,Combo,Luis,Noche,7.6,2,50,46
VTA02691,2025-01-05,20:38,"San Lorenzo 25, Nueva Córdoba",Wrap de Pollo y Vegetales,Sándwiches,,1,1836.84,1836.84,Delivery,Efectivo,Sí,10,Combo,Luis,Tarde,14.3,2,13,12
VTA02692,2025-03-07,16:44,"San Lorenzo 25, Nueva Córdoba",Té Verde en Hebras,Té,,5,1688.68,8443.4,Delivery,Tarjeta,Sí,10,Happy Hour,Marcos,Tarde,13.1,2,39,34
VTA02693,2025-03-07,18:32,Calle San Lorenzo 47,Cold Brew,Bebida Espresso Helada,Venti,4,1861.26,7445.04,Take Away,Efectivo,Sí,15,Happy Hour,Camila,Noche,7.9,3,28,24
VTA02694,2025-02-24,08:04,"San Lorenzo 25, Nueva Córdoba",House Blend,Café en Granos,,3,2475.55,7426.65,Delivery,App,No,0,Happy Hour,Julián,Tarde,4.2,2,44,41
VTA02695,2025-01-02,11:56,Avenida Colón 608,Taza Edición Especial,Merchandising,,3,2718.61,8155.83,Delivery,App,No,0,2x1,Marcos,Noche,4.2,4,44,41
VTA02696,2025-04-12,14:54,Córdoba Shopping,Moneda de Chocolate,Snacks,,1,959.32,959.32,Delivery,App,Sí,0,Happy Hour,Marcos,Mañana,10.3,3,38,37
VTA02697,2025-02-01,15:57,"San Lorenzo 25, Nueva Córdoba",Latte Helado,Bebida Espresso Helada,Pequeño,4,1512.53,6050.12,Delivery,Tarjeta,Sí,0,Ninguna,Luis,Noche,5.3,4,42,38
VTA02698,2025-03-05,17:03,Córdoba Shopping,Té Verde en Hebras,Té,,5,1918.74,9593.7,Take Away,Tarjeta,Sí,10,2x1,Florencia,Mañana,11.1,2,34,29
VTA02699,2025-04-11,10:49,Avenida Colón 608,Caramel Frappuccino,Frappuccino,Venti,1,2090.13,2090.13,En tienda,App,No,0,Ninguna,Sofía,Noche,3.5,5,30,29
VTA02700,2025-01-06,16:28,Avenida Colón 608,Termo Reutilizable,Merchandising,,2,3164.99,6329.98,En tienda,Tarjeta,Sí,10,Happy Hour,Florencia,Tarde,6.9,1,21,19
VTA02701,2025-01-25,18:28,"San Lorenzo 25, Nueva Córdoba",Taza Edición Especial,Merchandising,,5,2804.5,14022.5,En tienda,Tarjeta,Sí,10,Ninguna,Julián,Mañana,8.2,2,30,25
VTA02702,2025-01-22,20:31,Avenida Colón 608,Latte Helado,Bebida Espresso Helada,Tall,1,1348.65,1348.65,En tienda,Tarjeta,No,0,2x1,Sofía,Noche,10.2,4,30,29
VTA02703,2025-02-17,09:16,Calle San Lorenzo 47,Mix de Frutos Secos,Snacks,,4,1283.36,5133.44,Take Away,App,Sí,0,Combo,Florencia,Noche,10.0,5,42,38
VTA02704,2025-02-21,20:05,Córdoba Shopping,Té Chai Latte,Té Caliente,,1,1059.07,1059.07,Delivery,Efectivo,Sí,10,Combo,Sofía,Mañana,9.9,2,44,43
VTA02705,2025-01-08,18:37,Avenida Colón 608,Caramel Frappuccino,Frappuccino,Grande,5,1694.7,8473.5,Delivery,Tarjeta,Sí,15,Ninguna,Marcos,Mañana,4.3,1,15,10
VTA02706,2025-01-20,13:58,"San Lorenzo 25, Nueva Córdoba",Moneda de Chocolate,Snacks,,3,1169.3,3507.9,Delivery,Tarjeta,No,0,Happy Hour,Julián,Tarde,6.6,2,21,18
VTA02707,2025-02-28,09:52,Avenida Colón 608,Moneda de Chocolate,Snacks,,3,1178.49,3535.47,En tienda,Efectivo,No,0,Happy Hour,Florencia,Noche,14.5,2,15,12
VTA02708,2025-02-18,16:38,"San Lorenzo 25, Nueva Córdoba",Vainilla Latte Helado,Bebida Espresso Helada,Venti,2,1856.59,3713.18,En tienda,App,Sí,15,Happy Hour,Camila,Noche,9.4,3,19,17
VTA02709,2025-02-18,12:57,Córdoba Shopping,Té Helado de Hibiscus,Té Helado,,4,1291.77,5167.08,Delivery,Tarjeta,No,0,2x1,Julián,Mañana,11.8,1,19,15
VTA02710,2025-04-06,20:55,Calle San Lorenzo 47,Vainilla Latte Helado,Bebida Espresso Helada,Venti,4,1731.21,6924.84,Delivery,Efectivo,No,0,Happy Hour,Marcos,Mañana,11.7,5,11,7
VTA02711,2025-03-13,18:50,Córdoba Shopping,Té Helado de Hibiscus,Té Helado,,4,1535.26,6141.04,Take Away,Tarjeta,Sí,10,Happy Hour,Camila,Tarde,11.9,5,48,44
VTA02712,2025-01-06,15:26,Calle San Lorenzo 47,Té Helado de Hibiscus,Té Helado,,5,1637.56,8187.8,Take Away,Efectivo,Sí,0,2x1,Luis,Tarde,9.5,1,44,39
VTA02713,2025-02-18,12:08,Córdoba Shopping,Termo Reutilizable,Merchandising,,2,2655.43,5310.86,Take Away,App,No,0,Combo,Julián,Noche,9.9,2,32,30
VTA02714,2025-03-04,13:19,Avenida Colón 608,Wrap de Pollo y Vegetales,Sándwiches,,5,1539.58,7697.9,Delivery,Efectivo,No,0,Happy Hour,Luis,Mañana,14.1,4,20,15
VTA02715,2025-04-03,10:24,Calle San Lorenzo 47,Caramel Frappuccino,Frappuccino,Grande,4,1769.26,7077.04,Take Away,App,No,0,Ninguna,Sofía,Mañana,6.4,2,24,20
VTA02716,2025-01-04,11:10,Córdoba Shopping,Caramel Frappuccino,Frappuccino,Pequeño,1,1627.97,1627.97,Take Away,Tarjeta,No,0,Happy Hour,Marcos,Tarde,10.1,5,30,29
VTA02717,2025-04-18,07:33,Avenida Colón 608,Skinny Caramel Macchiato,Bebida Espresso Caliente,Venti,3,1606.63,4819.89,Take Away,Tarjeta,No,0,Happy Hour,Julián,Mañana,2.1,5,17,14
VTA02718,2025-03-25,09:54,"San Lorenzo 25, Nueva Córdoba",Moneda de Chocolate,Snacks,,2,1179.85,2359.7,En tienda,Tarjeta,Sí,15,Happy Hour,Julián,Mañana,11.1,3,18,16
VTA02719,2025-02-19,11:24,Avenida Colón 608,Croissant de Manteca,Bakery,,2,1108.99,2217.98,Delivery,Efectivo,No,0,2x1,Luis,Mañana,13.1,4,26,24
VTA02720,2025-03-06,09:02,Calle San Lorenzo 47,Café del Día con Leche,Bebida Espresso Caliente,Venti,2,1605.76,3211.52,En tienda,App,No,0,Combo,Camila,Mañana,14.9,1,50,48
VTA02721,2025-03-25,12:55,Avenida Colón 608,Café del Día con Leche,Bebida Espresso Caliente,Venti,5,1687.42,8437.1,En tienda,Efectivo,No,0,2x1,Sofía,Mañana,4.8,1,26,21
VTA02722,2025-04-16,13:56,Córdoba Shopping,Latte Macchiato,Bebida Espresso Caliente,Pequeño,5,1207.95,6039.75,Delivery,App,No,0,Happy Hour,Camila,Tarde,12.1,5,15,10
VTA02723,2025-01-20,08:01,Avenida Colón 608,Té Chai Latte,Té Caliente,,4,1269.4,5077.6,En tienda,Efectivo,Sí,10,2x1,Florencia,Noche,13.6,2,12,8
VTA02724,2025-03-29,12:13,Calle San Lorenzo 47,Cappuccino,Bebida Espresso Caliente,Tall,3,1677.33,5031.99,Delivery,Tarjeta,Sí,15,Happy Hour,Camila,Noche,3.3,2,30,27
VTA02725,2025-04-17,10:49,Calle San Lorenzo 47,Americano Helado,Bebida Espresso Helada,Pequeño,5,1752.73,8763.65,Delivery,Tarjeta,No,0,Happy Hour,Florencia,Noche,12.2,3,30,25
VTA02726,2025-02-21,08:24,Calle San Lorenzo 47,Taza Edición Especial,Merchandising,,3,3091.48,9274.44,En tienda,Tarjeta,Sí,0,Combo,Luis,Tarde,7.3,3,26,23
VTA02727,2025-01-11,09:01,Córdoba Shopping,House Blend,Café en Granos,,3,2007.96,6023.88,En tienda,Efectivo,No,0,Ninguna,Sofía,Mañana,12.8,3,10,7
VTA02728,2025-04-08,07:01,Calle San Lorenzo 47,Flat White,Bebida Espresso Caliente,Venti,2,1587.91,3175.82,En tienda,App,No,0,Ninguna,Luis,Noche,10.8,1,25,23
VTA02729,2025-04-07,18:44,Calle San Lorenzo 47,Caramel Frappuccino,Frappuccino,Pequeño,2,1631.25,3262.5,Delivery,Tarjeta,Sí,15,2x1,Luis,Mañana,7.3,4,18,16
VTA02730,2025-01-05,20:33,Calle San Lorenzo 47,Moneda de Chocolate,Snacks,,3,1194.77,3584.31,Take Away,Efectivo,No,0,Happy Hour,Marcos,Tarde,9.6,5,41,38
VTA02731,2025-01-30,10:59,Córdoba Shopping,House Blend,Café en Granos,,2,2848.24,5696.48,Delivery,Tarjeta,No,0,Combo,Luis,Noche,8.7,4,47,45
VTA02732,2025-03-19,16:09,Calle San Lorenzo 47,Té Verde en Hebras,Té,,4,1688.96,6755.84,Delivery,Tarjeta,Sí,10,Combo,Luis,Noche,12.6,5,35,31
VTA02733,2025-01-28,19:44,Córdoba Shopping,Budín de Limón,Bakery,,4,1385.31,5541.24,Take Away,Tarjeta,Sí,15,Happy Hour,Marcos,Tarde,13.7,4,31,27
VTA02734,2025-02-11,19:56,Avenida Colón 608,Moneda de Chocolate,Snacks,,3,1208.34,3625.02,En tienda,Efectivo,Sí,0,2x1,Luis,Mañana,7.8,5,27,24
VTA02735,2025-02-27,13:57,Calle San Lorenzo 47,Té Verde en Hebras,Té,,2,2165.68,4331.36,En tienda,Tarjeta,No,0,2x1,Julián,Mañana,12.8,1,20,18
VTA02736,2025-02-25,12:42,Calle San Lorenzo 47,Croissant de Manteca,Bakery,,3,1252.32,3756.96,Take Away,Tarjeta,Sí,10,Happy Hour,Julián,Mañana,11.2,1,50,47
VTA02737,2025-03-19,08:35,Córdoba Shopping,Té Verde,Té Caliente,,4,1394.39,5577.56,Delivery,Efectivo,Sí,0,Combo,Julián,Mañana,11.5,5,26,22
VTA02738,2025-04-13,17:40,Calle San Lorenzo 47,Bagel Sandwich,Sándwiches,,1,1883.16,1883.16,Delivery,Tarjeta,No,0,2x1,Sofía,Tarde,7.4,3,40,39
VTA02739,2025-03-29,08:01,Avenida Colón 608,Americano,Bebida Espresso Caliente,Pequeño,2,1299.16,2598.32,Delivery,Tarjeta,Sí,0,2x1,Florencia,Tarde,8.3,4,40,38
VTA02740,2025-04-06,15:08,"San Lorenzo 25, Nueva Córdoba",Café del Día con Leche,Bebida Espresso Caliente,Venti,1,1537.22,1537.22,Take Away,Tarjeta,Sí,15,Ninguna,Florencia,Noche,13.9,4,33,32
VTA02741,2025-04-01,09:14,Avenida Colón 608,Bagel Sandwich,Sándwiches,,5,1641.53,8207.65,En tienda,App,No,0,2x1,Luis,Mañana,5.2,5,17,12
VTA02742,2025-04-12,15:14,Córdoba Shopping,Cookie con Chips de Chocolate,Bakery,,5,936.11,4680.55,En tienda,App,No,0,Combo,Camila,Mañana,4.3,5,15,10
VTA02743,2025-01-25,19:55,"San Lorenzo 25, Nueva Córdoba",Té Verde en Hebras,Té,,1,1630.03,1630.03,En tienda,Efectivo,No,0,Happy Hour,Marcos,Noche,7.7,5,49,48
VTA02744,2025-03-14,10:28,Córdoba Shopping,Americano Helado,Bebida Espresso Helada,Venti,2,1592.24,3184.48,Delivery,Efectivo,No,0,Ninguna,Marcos,Noche,8.5,3,35,33
VTA02745,2025-02-07,13:07,Córdoba Shopping,Moneda de Chocolate,Snacks,,3,988.9,2966.7,Delivery,Tarjeta,No,0,Happy Hour,Sofía,Tarde,7.0,5,13,10
VTA02746,2025-02-01,09:11,"San Lorenzo 25, Nueva Córdoba",Taza Edición Especial,Merchandising,,5,3255.71,16278.55,En tienda,App,No,0,Combo,Marcos,Noche,4.5,1,36,31
VTA02747,2025-02-07,09:36,Avenida Colón 608,Té Helado de Hibiscus,Té Helado,,3,1472.97,4418.91,En tienda,App,Sí,15,Ninguna,Julián,Noche,11.5,2,33,30
VTA02748,2025-01-03,18:16,"San Lorenzo 25, Nueva Córdoba",Muffin de Arándanos,Bakery,,3,1410.32,4230.96,Take Away,Tarjeta,Sí,10,Combo,Julián,Tarde,11.4,3,41,38
VTA02749,2025-03-02,16:11,Córdoba Shopping,House Blend,Café en Granos,,2,2284.65,4569.3,Take Away,App,Sí,10,Ninguna,Marcos,Mañana,8.4,5,49,47
VTA02750,2025-01-02,08:34,"San Lorenzo 25, Nueva Córdoba",Fosforito de Jamón y Queso,Sándwiches,,3,1451.14,4353.42,Take Away,App,No,0,Combo,Florencia,Mañana,7.5,2,30,27
VTA02751,2025-03-15,11:06,Calle San Lorenzo 47,Skinny Vainilla Latte,Bebida Espresso Caliente,Venti,4,1343.86,5375.44,En tienda,Tarjeta,No,0,Combo,Camila,Tarde,7.1,5,36,32
VTA02752,2025-03-31,12:43,Avenida Colón 608,Moneda de Chocolate,Snacks,,5,772.43,3862.15,Take Away,Efectivo,Sí,0,2x1,Florencia,Tarde,4.7,3,16,11
VTA02753,2025-01-04,16:15,"San Lorenzo 25, Nueva Córdoba",Té Helado de Hibiscus,Té Helado,,1,1296.61,1296.61,Take Away,App,Sí,0,Ninguna,Luis,Mañana,10.0,3,20,19
VTA02754,2025-01-02,21:00,Calle San Lorenzo 47,Vainilla Latte Helado,Bebida Espresso Helada,Grande,3,1523.52,4570.56,Take Away,Tarjeta,No,0,Combo,Marcos,Noche,3.4,2,25,22
VTA02755,2025-03-13,08:37,"San Lorenzo 25, Nueva Córdoba",Moneda de Chocolate,Snacks,,5,1020.31,5101.55,Delivery,Tarjeta,No,0,2x1,Sofía,Mañana,2.7,5,27,22
VTA02756,2025-04-18,11:29,Córdoba Shopping,Espresso Roast,Café en Granos,,3,2326.25,6978.75,Delivery,App,No,0,Combo,Florencia,Noche,4.5,3,43,40
VTA02757,2025-03-11,14:32,Córdoba Shopping,Caramel Frappuccino,Frappuccino,Venti,3,2096.14,6288.42,Take Away,Tarjeta,Sí,10,2x1,Julián,Tarde,6.2,5,39,36
VTA02758,2025-01-31,18:29,Avenida Colón 608,Americano Helado,Bebida Espresso Helada,Grande,5,1551.56,7757.8,Delivery,App,Sí,10,Ninguna,Sofía,Tarde,10.3,2,31,26
VTA02759,2025-01-27,07:26,Avenida Colón 608,Té Helado de Hibiscus,Té Helado,,5,1424.29,7121.45,En tienda,Efectivo,Sí,0,Happy Hour,Camila,Mañana,7.5,1,12,7
VTA02760,2025-04-14,20:30,Córdoba Shopping,Bagel Sandwich,Sándwiches,,4,1928.15,7712.6,Delivery,Efectivo,Sí,10,Combo,Marcos,Noche,10.6,3,45,41
VTA02761,2025-03-11,20:41,Calle San Lorenzo 47,Termo Reutilizable,Merchandising,,1,2728.36,2728.36,Take Away,App,No,0,Combo,Camila,Mañana,13.1,4,19,18
VTA02762,2025-04-02,10:58,Avenida Colón 608,Té Verde en Hebras,Té,,5,1695.77,8478.85,En tienda,App,No,0,Ninguna,Marcos,Mañana,12.7,5,33,28
VTA02763,2025-03-08,13:31,Calle San Lorenzo 47,Té Verde en Hebras,Té,,5,2049.46,10247.3,Take Away,App,Sí,0,Ninguna,Marcos,Tarde,9.0,2,17,12
VTA02764,2025-01-06,16:40,Calle San Lorenzo 47,Muffin de Arándanos,Bakery,,5,1374.3,6871.5,Delivery,Tarjeta,Sí,15,Happy Hour,Marcos,Mañana,12.5,2,29,24
VTA02765,2025-03-31,17:43,Calle San Lorenzo 47,Skinny Caramel Macchiato,Bebida Espresso Caliente,Grande,3,1526.48,4579.44,En tienda,Efectivo,No,0,2x1,Luis,Mañana,11.7,1,21,18
VTA02766,2025-02-28,14:56,Calle San Lorenzo 47,Croissant Relleno con Crema de Avellanas,Bakery,,2,1095.74,2191.48,En tienda,Efectivo,No,0,Ninguna,Sofía,Tarde,8.2,3,19,17
VTA02767,2025-03-07,11:37,"San Lorenzo 25, Nueva Córdoba",Cookie con Chips de Chocolate,Bakery,,3,1226.43,3679.29,Delivery,Efectivo,Sí,10,Ninguna,Luis,Tarde,2.4,5,47,44
VTA02768,2025-03-16,11:46,Córdoba Shopping,Muffin de Arándanos,Bakery,,1,1071.6,1071.6,En tienda,Efectivo,Sí,10,2x1,Camila,Noche,9.0,4,43,42
VTA02769,2025-01-14,14:30,"San Lorenzo 25, Nueva Córdoba",Skinny Vainilla Latte Helado,Bebida Espresso Helada,Venti,1,1833.21,1833.21,Delivery,App,No,0,2x1,Luis,Noche,4.5,5,46,45
VTA02770,2025-01-05,20:22,Calle San Lorenzo 47,Muffin de Arándanos,Bakery,,4,1289.62,5158.48,Delivery,App,No,0,Combo,Sofía,Mañana,9.8,4,33,29
VTA02771,2025-04-02,13:14,Avenida Colón 608,Té Chai Latte,Té Caliente,,5,1356.88,6784.4,Take Away,Tarjeta,No,0,Ninguna,Marcos,Noche,9.7,4,50,45
VTA02772,2025-03-30,08:32,Córdoba Shopping,Mocha Blanco,Bebida Espresso Caliente,Tall,2,1724.85,3449.7,Take Away,Tarjeta,Sí,10,2x1,Marcos,Noche,8.6,3,34,32
VTA02773,2025-03-06,08:30,Calle San Lorenzo 47,Wrap de Pollo y Vegetales,Sándwiches,,3,1572.68,4718.04,En tienda,Tarjeta,Sí,10,Happy Hour,Luis,Tarde,8.0,1,42,39
VTA02774,2025-01-12,19:55,Calle San Lorenzo 47,Espresso Roast,Café en Granos,,3,2009.57,6028.71,En tienda,Efectivo,Sí,10,Ninguna,Luis,Noche,6.7,2,44,41
VTA02775,2025-02-14,20:35,"San Lorenzo 25, Nueva Córdoba",Caramel Frappuccino,Frappuccino,Pequeño,2,1947.36,3894.72,Delivery,App,No,0,Ninguna,Julián,Mañana,8.8,5,12,10
VTA02776,2025-01-07,10:26,"San Lorenzo 25, Nueva Córdoba",Mix de Frutos Secos,Snacks,,2,1076.16,2152.32,En tienda,App,No,0,Combo,Florencia,Noche,4.8,1,20,18
VTA02777,2025-02-23,17:14,Avenida Colón 608,Espresso Roast,Café en Granos,,2,2079.29,4158.58,Delivery,Efectivo,Sí,0,Happy Hour,Julián,Mañana,4.5,1,46,44
VTA02778,2025-04-16,14:39,"San Lorenzo 25, Nueva Córdoba",Caramel Frappuccino,Frappuccino,Tall,3,1783.14,5349.42,En tienda,Tarjeta,No,0,Combo,Sofía,Mañana,8.7,5,12,9
VTA02779,2025-01-01,18:01,Calle San Lorenzo 47,Mocha Blanco,Bebida Espresso Caliente,Pequeño,2,1467.75,2935.5,Take Away,Tarjeta,No,0,2x1,Camila,Noche,3.8,2,35,33
VTA02780,2025-03-28,07:08,Calle San Lorenzo 47,Té Verde en Hebras,Té,,4,1652.51,6610.04,Take Away,Efectivo,No,0,Ninguna,Luis,Mañana,8.0,2,43,39
VTA02781,2025-02-16,16:13,Córdoba Shopping,Vainilla Latte Helado,Bebida Espresso Helada,Pequeño,4,1559.36,6237.44,Take Away,Tarjeta,Sí,0,2x1,Florencia,Noche,4.5,4,33,29
VTA02782,2025-02-02,12:59,Calle San Lorenzo 47,Caramel Frappuccino,Frappuccino,Tall,3,2022.74,6068.22,Take Away,Tarjeta,No,0,Ninguna,Florencia,Tarde,2.7,5,49,46
VTA02783,2025-02-16,14:27,"San Lorenzo 25, Nueva Córdoba",House Blend,Café en Granos,,5,2726.62,13633.1,Take Away,Tarjeta,No,0,Ninguna,Florencia,Noche,10.7,2,42,37
VTA02784,2025-03-06,10:06,"San Lorenzo 25, Nueva Córdoba",Café del Día,Bebida Espresso Caliente,Venti,1,1441.9,1441.9,Take Away,Efectivo,No,0,Combo,Luis,Mañana,14.1,5,22,21
VTA02785,2025-01-10,16:01,Córdoba Shopping,Té Verde en Hebras,Té,,1,1684.76,1684.76,En tienda,Tarjeta,Sí,0,Happy Hour,Florencia,Mañana,14.1,2,13,12
VTA02786,2025-03-16,18:55,"San Lorenzo 25, Nueva Córdoba",House Blend,Café en Granos,,3,2779.8,8339.4,Take Away,Efectivo,Sí,15,Happy Hour,Florencia,Noche,14.9,4,34,31
VTA02787,2025-03-22,08:27,"San Lorenzo 25, Nueva Córdoba",Wrap de Pollo y Vegetales,Sándwiches,,2,1652.78,3305.56,En tienda,Efectivo,Sí,10,Ninguna,Camila,Noche,3.3,1,13,11
VTA02788,2025-03-12,15:41,Calle San Lorenzo 47,Té Verde en Hebras,Té,,2,2138.74,4277.48,Take Away,Efectivo,No,0,Ninguna,Luis,Tarde,14.9,3,35,33
VTA02789,2025-01-08,11:26,"San Lorenzo 25, Nueva Córdoba",Skinny Vainilla Latte Helado,Bebida Espresso Helada,Pequeño,5,1684.9,8424.5,Take Away,Tarjeta,No,0,Happy Hour,Julián,Noche,7.2,2,16,11
VTA02790,2025-01-19,09:18,"San Lorenzo 25, Nueva Córdoba",Moneda de Chocolate,Snacks,,4,1120.46,4481.84,En tienda,Efectivo,Sí,0,Combo,Florencia,Tarde,6.4,3,11,7
VTA02791,2025-03-05,12:58,Córdoba Shopping,Té Verde en Hebras,Té,,4,1678.05,6712.2,Delivery,Tarjeta,No,0,2x1,Marcos,Noche,10.6,3,29,25
VTA02792,2025-03-26,07:13,Avenida Colón 608,Americano Helado,Bebida Espresso Helada,Pequeño,3,1839.28,5517.84,Take Away,App,No,0,Ninguna,Julián,Tarde,6.9,2,30,27
VTA02793,2025-02-19,17:37,Avenida Colón 608,Té Verde,Té Caliente,,5,1594.93,7974.65,Take Away,App,No,0,Ninguna,Marcos,Mañana,10.0,3,10,5
VTA02794,2025-01-12,14:56,Córdoba Shopping,House Blend,Café en Granos,,3,2378.1,7134.3,Take Away,App,No,0,Ninguna,Camila,Noche,13.3,1,35,32
VTA02795,2025-02-12,07:18,"San Lorenzo 25, Nueva Córdoba",House Blend,Café en Granos,,5,2035.36,10176.8,Take Away,Tarjeta,No,0,Ninguna,Julián,Noche,2.7,5,45,40
VTA02796,2025-03-20,13:46,"San Lorenzo 25, Nueva Córdoba",Caramel Frappuccino,Frappuccino,Grande,4,2017.41,8069.64,Take Away,Tarjeta,Sí,0,2x1,Camila,Tarde,8.2,5,28,24
VTA02797,2025-02-11,14:46,Calle San Lorenzo 47,Caramel Frappuccino,Frappuccino,Tall,2,1871.66,3743.32,Take Away,Efectivo,No,0,Ninguna,Julián,Tarde,14.7,2,23,21
VTA02798,2025-02-07,13:08,Avenida Colón 608,Wrap de Pollo y Vegetales,Sándwiches,,5,1884.61,9423.05,Take Away,Efectivo,No,0,Combo,Marcos,Mañana,10.5,2,21,16
VTA02799,2025-01-06,15:01,Córdoba Shopping,Mix de Frutos Secos,Snacks,,3,856.05,2568.15,Delivery,Tarjeta,Sí,0,Happy Hour,Luis,Tarde,6.7,1,29,26
VTA02800,2025-03-20,10:00,Córdoba Shopping,Té Helado de Hibiscus,Té Helado,,3,1538.31,4614.93,Delivery,Efectivo,No,0,Ninguna,Luis,Mañana,2.5,5,15,12
VTA02801,2025-04-07,08:25,Córdoba Shopping,Mix de Frutos Secos,Snacks,,4,1162.95,4651.8,En tienda,Tarjeta,No,0,Happy Hour,Sofía,Mañana,5.5,1,21,17
VTA02802,2025-01-23,12:30,Córdoba Shopping,Té Verde,Té Caliente,,2,1145.33,2290.66,En tienda,Efectivo,Sí,10,Combo,Julián,Mañana,8.8,2,18,16
VTA02803,2025-04-05,12:15,"San Lorenzo 25, Nueva Córdoba",Té Verde en Hebras,Té,,3,1732.37,5197.11,Delivery,Efectivo,Sí,0,Combo,Julián,Mañana,9.7,1,29,26
VTA02804,2025-01-22,12:13,"San Lorenzo 25, Nueva Córdoba",Té Helado de Hibiscus,Té Helado,,2,1329.82,2659.64,En tienda,Tarjeta,Sí,10,Happy Hour,Marcos,Mañana,10.4,4,46,44
VTA02805,2025-02-07,16:47,Calle San Lorenzo 47,Caramel Frappuccino,Frappuccino,Pequeño,5,1667.85,8339.25,En tienda,App,Sí,15,Ninguna,Florencia,Tarde,4.9,2,49,44
VTA02806,2025-02-15,15:06,Avenida Colón 608,Té Helado de Hibiscus,Té Helado,,2,1434.65,2869.3,Take Away,Efectivo,No,0,Combo,Luis,Mañana,2.7,4,39,37
